stim1,stim2,stim3
1757,苏梅克—列维９号彗星。,+
1758,苏梅克—列维９块彗星。,-
1759,七百多家健身中心。,+
1760,七百多合健身中心。,-
1761,三千一百多年历史。,+
1762,三千一百多秒历史。,-
1763,六家国外的公司。,+
1764,六桌国外的公司。,-
1765,数十位地方基层民代。,+
1766,数十堆地方基层民代。,-
1767,18条修改意见。,+
1768,18天修改意见。,-
1769,老一代台湾人。,+
1770,老一里台湾人。,-
1771,参议院２２名参议员。,+
1772,参议院２２节参议员。,-
1773,其中一枚炮弹。,+
1774,其中一排炮弹。,-
1775,十亿元人民币。,+
1776,十亿辈人民币。,-
1777,二千亿元人民币。,+
1778,二千亿代人民币。,-
1779,"三十,四十块钱。",+
1780,"三十,四十号钱。",-
1781,二点五亿元人民币。,+
1782,二点五亿辆人民币。,-
1783,这套中波发射器。,+
1784,这艘中波发射器。,-
1785,这位省府官员。,+
1786,这年省府官员。,-
1787,参议院２２名议员。,+
1788,参议院２２份议员。,-
1789,六百二十二间学校。,+
1790,六百二十二枝学校。,-
1791,美国第４３任总统。,+
1792,美国第４３分钟总统。,-
1793,接下来的一件事。,+
1794,接下来的一度事。,-
1795,"两节课,两次课。",+
1796,"两周课,两周课。",-
1797,中国海军舰艇编队6艘舰艇。,+
1798,中国海军舰艇编队6节舰艇。,-
1799,接下来的四天时间。,+
1800,接下来的四丈时间。,-
1801,布什总统的双重压力。,+
1802,布什总统的双封压力。,-
1803,一批外资企业。,+
1804,一程外资企业。,-
1805,一宗凶杀命案。,+
1806,一秒凶杀命案。,-
1807,一项民心工程。,+
1808,一泡民心工程。,-
1809,这项开放措施。,+
1810,这封开放措施。,-
1811,我们在场的六位嘉宾。,+
1812,我们在场的六样嘉宾。,-
1813,一句口号或者一个拍脑袋的问题。,+
1814,一首口号或者一首拍脑袋的问题。,-
1815,据《每日新闻》发自汉城的消息。,+
1816,据《每日新闻》发自汉城的消息。,-
1817,被盗的20余户居民。,+
1818,被盗的20余样居民。,-
1819,１３００多发子弹。,+
1820,１３００多通子弹。,-
1821,这位政府官员。,+
1822,这次政府官员。,-
1823,被家属拳打脚踢的这名男子。,+
1824,被家属拳打脚踢的这组男子。,-
1825,江北文最喜欢的一张照片。,+
1826,江北文最喜欢的一列照片。,-
1827,三十二条公交线路。,+
1828,三十二张公交线路。,-
1829,首次比赛冠军。,+
1830,首元比赛冠军。,-
1831,现场上百名舞客。,+
1832,现场上百顿舞客。,-
1833,六十多位记者。,+
1834,六十多平方公里记者。,-
1835,三十几份报纸。,+
1836,三十几种报纸。,-
1837,几张家里的照片。,+
1838,几栋家里的照片。,-
1839,１名巴勒斯坦人。,+
1840,１箱巴勒斯坦人。,-
1841,数百块恐龙骨骼化石。,+
1842,数百具恐龙骨骼化石。,-
1843,在越南的３天访问期间。,+
1844,在越南的３元访问期间。,-
1845,至少６名保镖。,+
1846,至少６具保镖。,-
1847,1800亿元人民币。,+
1848,1800亿声人民币。,-
1849,一起机车擦撞的车祸。,+
1850,一件机车擦撞的车祸。,-
1851,美国第４３任总统。,+
1852,美国第４３角总统。,-
1853,这份法官评卷调查的范围。,+
1854,这吨法官评卷调查的范围。,-
1855,这次访问的机会。,+
1856,这升访问的机会。,-
1857,根据这份报告。,+
1858,根据这吨报告。,-
1859,一点二亿元人民币。,+
1860,一点二亿担人民币。,-
1861,各类境外机构。,+
1862,各组境外机构。,-
1863,法院的７名法官。,+
1864,法院的７册法官。,-
1865,数百万辆销售收入。,+
1866,数百万班销售收入。,-
1867,接下来的四年时间。,+
1868,接下来的四边时间。,-
1869,其中一项职能。,+
1870,其中一秒职能。,-
1871,这名消息人士。,+
1872,这声消息人士。,-
1873,倪萍这道风景。,+
1874,倪萍这顿风景。,-
1875,一场恐怖事件。,+
1876,一分钟恐怖事件。,-
1877,最近一轮会谈。,+
1878,最近一铢会谈。,-
1879,两千亿元人民币。,+
1880,两千亿公顷人民币。,-
1881,空防的另类问题。,+
1882,空防的另剂问题。,-
1883,二十万吨乙烯工程。,+
1884,二十万颗乙烯工程。,-
1885,民族情意结这回事。,+
1886,民族情意结这起事。,-
1887,南韩国防部一名官员。,+
1888,南韩国防部一门官员。,-
1889,国内７２家银行。,+
1890,国内７２月银行。,-
1891,１００８户企业。,+
1892,１００８番企业。,-
1893,五门计算机百姓通课程。,+
1894,五座计算机百姓通课程。,-
1895,一系列任免名单。,+
1896,一美元任免名单。,-
1897,女子100米自由泳决赛。,+
1898,女子100记自由泳决赛。,-
1899,这篇小学生的作文。,+
1900,这锅小学生的作文。,-
1901,一系列合同和协议。,+
1902,一片合同和协议。,-
1903,上海港全年集装箱吞吐量。,+
1904,上海港全套集装箱吞吐量。,-
1905,四项接力项目。,+
1906,四片接力项目。,-
1907,ＩＳＯ９０００系列质量体系。,+
1908,ＩＳＯ９０００对质量体系。,-
1909,２万多名乘客。,+
1910,２万多封乘客。,-
1911,你的一张照片。,+
1912,你的一辆照片。,-
1913,１３０公斤蓝宝石失踪的事件。,+
1914,１３０日元蓝宝石失踪的事件。,-
1915,中国商赢等４家银行。,+
1916,中国商赢等４撮银行。,-
1917,最后一根稻草的意思。,+
1918,最后一届稻草的意思。,-
1919,一张诗人兰波的照片。,+
1920,一组诗人兰波的照片。,-
1921,法国电力公司一位负责人。,+
1922,法国电力公司一元负责人。,-
1923,他成年所做的第一件事。,+
1924,他成年所做的第一帮事。,-
1925,一批国家工作人员。,+
1926,一出国家工作人员。,-
1927,苏梅克—列维９号彗星。,+
1928,苏梅克—列维９匹彗星。,-
1929,他们家一家人。,+
1930,他们家一叠人。,-
1931,奥斯卡奖十项提名。,+
1932,奥斯卡奖十枚提名。,-
1933,四十万辆汽车更新。,+
1934,四十万番汽车更新。,-
1935,五条政策建议。,+
1936,五件政策建议。,-
1937,砸到牛顿头上的那只苹果。,+
1938,砸到牛顿头上的那封苹果。,-
1939,黄河２５００公里干流。,+
1940,黄河２５００幅幅干流。,-
1941,中国科技大学陈卿等十位博士后。,+
1942,中国科技大学陈卿等十组博士后。,-
1943,他的这次访问。,+
1944,他的这叠访问。,-
1945,本届锦标赛的会歌。,+
1946,本条锦标赛的会歌。,-
1947,印度的这项决定。,+
1948,印度的这把决定。,-
1949,今天的另外两盘比赛。,+
1950,今天的另外两面比赛。,-
1951,下届政府司法部长。,+
1952,下盏政府司法部长。,-
1953,他最常说的一句话。,+
1954,他最常说的一篇话。,-
1955,第二艘驱逐舰。,+
1956,第二家驱逐舰。,-
1957,他常说的一句话。,+
1958,他常说的一辈话。,-
1959,一份总统声明。,+
1960,一泡总统声明。,-
1961,你们（（院办））这帮子人。,+
1962,你们（（院办））这套人。,-
1963,两次舱内爆炸。,+
1964,两箩舱内爆炸。,-
1965,四十一家企业。,+
1966,四十一门子企业。,-
1967,一位观察人士的话。,+
1968,一户观察人士的话。,-
1969,这次事件的详细情况。,+
1970,这所事件的详细情况。,-
1971,他负责的２５名中下层球员。,+
1972,他负责的２５剂中下层球员。,-
1973,４名巴勒斯坦人。,+
1974,４场巴勒斯坦人。,-
1975,三十三点六五亿元台币。,+
1976,三十三点六五亿组台币。,-
1977,二三十座大桥。,+
1978,二三十旬大桥。,-
1979,那份喜悦和自豪。,+
1980,那公里喜悦和自豪。,-
1981,一场棒球比赛。,+
1982,一周棒球比赛。,-
1983,十一家乡镇企业。,+
1984,十一桌乡镇企业。,-
1985,以一坪台币一千元的价格。,+
1986,以一幢台币一千幢的价格。,-
1987,鲍同的１篇评论文章。,+
1988,鲍同的１毫升评论文章。,-
1989,两位宗教领袖。,+
1990,两层宗教领袖。,-
1991,这位行政人员（（兼））副校长。,+
1992,这轮行政人员（（兼））副校长。,-
1993,一共１５名乘客。,+
1994,一共１５瓶乘客。,-
1995,近二十年时间。,+
1996,近二十口时间。,-
1997,如果他们没有花这笔钱。,+
1998,如果他们没有花这名钱。,-
1999,北京１５所高校。,+
2000,北京１５夜高校。,-
