stim1,stim2,stim3
1626,女校长正在吓他自己。,-
1627,女店员爱过她自己。,+
1628,女店员爱过他自己。,-
1629,女驾驶员喜欢过她自己。,+
1630,女驾驶员喜欢过他自己。,-
1631,女职工正在考虑她自己。,+
1632,女职工正在考虑他自己。,-
1633,女工程师正在麻烦她自己。,+
1634,女工程师正在麻烦他自己。,-
1635,女经理正在去她自己。,+
1636,女经理正在去他自己。,-
1637,女矿正在通过她自己。,+
1638,女矿正在通过他自己。,-
1639,女护士正在欣赏她自己。,+
1640,女护士正在欣赏他自己。,-
1641,女飞行员检查过她自己。,+
1642,女飞行员检查过他自己。,-
1643,女导购记住了她自己。,+
1644,女导购记住了他自己。,-
1645,女导购正在买她自己。,+
1646,女导购正在买他自己。,-
1647,女前台洗过了她自己。,+
1648,女前台洗过了他自己。,-
1649,女会计摆脱了她自己。,+
1650,女会计摆脱了他自己。,-
1651,女领班记住了她自己。,+
1652,女领班记住了他自己。,-
1653,女职工正在开车去她自己。,+
1654,女职工正在开车去他自己。,-
1655,女出纳员讨论了她自己。,+
1656,女出纳员讨论了他自己。,-
1657,女警察侮辱了她自己。,+
1658,女警察侮辱了他自己。,-
1659,女售票员打破了她自己。,+
1660,女售票员打破了他自己。,-
1661,女主持人描述了她自己。,+
1662,女主持人描述了他自己。,-
1663,女店员佩服着她自己。,+
1664,女店员佩服着他自己。,-
1665,女保安打破了她自己。,+
1666,女保安打破了他自己。,-
1667,女领班正在买她自己。,+
1668,女领班正在买他自己。,-
1669,女兽医忘记了她自己。,+
1670,女兽医忘记了他自己。,-
1671,女地勤正在逃离她自己。,+
1672,女地勤正在逃离他自己。,-
1673,女售货员拥有过她自己。,+
1674,女售货员拥有过他自己。,-
1675,女矿摆脱了她自己。,+
1676,女矿摆脱了他自己。,-
1677,女队员喜欢过她自己。,+
1678,女队员喜欢过他自己。,-
1679,女学者正在逃离她自己。,+
1680,女学者正在逃离他自己。,-
1681,女矿正在担心她自己。,+
1682,女矿正在担心他自己。,-
1683,女科学家知道了她自己。,+
1684,女科学家知道了他自己。,-
1685,女兽医称赞了她自己。,+
1686,女兽医称赞了他自己。,-
1687,女出纳员吹嘘过她自己。,+
1688,女出纳员吹嘘过他自己。,-
1689,女学者过去听起来像她自己。,+
1690,女学者过去听起来像他自己。,-
1691,女农民正在吓她自己。,+
1692,女农民正在吓他自己。,-
1693,女护士正在警告她自己。,+
1694,女护士正在警告他自己。,-
1695,女导游正在探索她自己。,+
1696,女导游正在探索他自己。,-
1697,女兽医考虑过她自己。,+
1698,女兽医考虑过他自己。,-
1699,女负责人正在退出她自己。,+
1700,女负责人正在退出他自己。,-
1701,女演员正在谈论她自己。,+
1702,女演员正在谈论他自己。,-
1703,女驾驶员正在开车去她自己。,+
1704,女驾驶员正在开车去他自己。,-
1705,女地勤离开了她自己。,+
1706,女地勤离开了他自己。,-
1707,女矿亲吻了她自己。,+
1708,女矿亲吻了他自己。,-
1709,女导演正在卖她自己。,+
1710,女导演正在卖他自己。,-
1711,女负责人攻击了她自己。,+
1712,女负责人攻击了他自己。,-
1713,女职工走过了她自己。,+
1714,女职工走过了他自己。,-
1715,女地勤检查过她自己。,+
1716,女地勤检查过他自己。,-
1717,女地勤伤害过她自己。,+
1718,女地勤伤害过他自己。,-
1719,女警察讨论了她自己。,+
1720,女警察讨论了他自己。,-
1721,女歌手拜访过她自己。,+
1722,女歌手拜访过他自己。,-
1723,女队员看到了她自己。,+
1724,女队员看到了他自己。,-
1725,女主持人正在抵制她自己。,+
1726,女主持人正在抵制他自己。,-
1727,女维修工正在穿她自己。,+
1728,女维修工正在穿他自己。,-
1729,女学者正在检查她自己。,+
1730,女学者正在检查他自己。,-
1731,女店员正在侮辱她自己。,+
1732,女店员正在侮辱他自己。,-
1733,女医生正在伤害她自己。,+
1734,女医生正在伤害他自己。,-
1735,女公务员正在研究她自己。,+
1736,女公务员正在研究他自己。,-
1737,女工程师穿过她自己。,+
1738,女工程师穿过他自己。,-
1739,女主持人正在穿她自己。,+
1740,女主持人正在穿他自己。,-
1741,女负责人看过她自己。,+
1742,女负责人看过他自己。,-
1743,女维修工正在不同意她自己。,+
1744,女维修工正在不同意他自己。,-
1745,女警察带了她自己。,+
1746,女警察带了他自己。,-
1747,女工程师谈论过她自己。,+
1748,女工程师谈论过他自己。,-
1749,女老师谈论过她自己。,+
1750,女老师谈论过他自己。,-
1751,女学者正在返回她自己。,+
1752,女学者正在返回他自己。,-
1753,女店员离开了她自己。,+
1754,女店员离开了他自己。,-
1755,女矿正在狩猎她自己。,+
1756,女矿正在狩猎他自己。,-
1757,女导购过去像她自己。,+
1758,女导购过去像他自己。,-
1759,女店员过去像她自己。,+
1760,女店员过去像他自己。,-
1761,女驾驶员骑自行车去过她自己。,+
1762,女驾驶员骑自行车去过他自己。,-
1763,女医生看过她自己。,+
1764,女医生看过他自己。,-
1765,女医生爱过她自己。,+
1766,女医生爱过他自己。,-
1767,女服务员以前不喜欢她自己。,+
1768,女服务员以前不喜欢他自己。,-
1769,女护士正在亲吻她自己。,+
1770,女护士正在亲吻他自己。,-
1771,女制片人正在质疑她自己。,+
1772,女制片人正在质疑他自己。,-
1773,女售票员正在逃离她自己。,+
1774,女售票员正在逃离他自己。,-
1775,女前台正在游览她自己。,+
1776,女前台正在游览他自己。,-
1777,女店员称赞了她自己。,+
1778,女店员称赞了他自己。,-
1779,女服务员正在震惊她自己。,+
1780,女服务员正在震惊他自己。,-
1781,女歌手正在扔她自己。,+
1782,女歌手正在扔他自己。,-
1783,女木匠正在穿过她自己。,+
1784,女木匠正在穿过他自己。,-
1785,女工程师正在拥抱她自己。,+
1786,女工程师正在拥抱他自己。,-
1787,女职工正在拜访她自己。,+
1788,女职工正在拜访他自己。,-
1789,女工程师恨过她自己。,+
1790,女工程师恨过他自己。,-
1791,女公务员骑自行车去过她自己。,+
1792,女公务员骑自行车去过他自己。,-
1793,女助理研究了她自己。,+
1794,女助理研究了他自己。,-
1795,女工程师厌恶过她自己。,+
1796,女工程师厌恶过他自己。,-
1797,女工程师到达了她自己。,+
1798,女工程师到达了他自己。,-
1799,女校长质疑过她自己。,+
1800,女校长质疑过他自己。,-
1801,女导游扫描了她自己。,+
1802,女导游扫描了他自己。,-
1803,女导演正在侮辱她自己。,+
1804,女导演正在侮辱他自己。,-
1805,女老师开车去过她自己。,+
1806,女老师开车去过他自己。,-
1807,女公务员通过了她自己。,+
1808,女公务员通过了他自己。,-
1809,女经理正在隐瞒她自己。,+
1810,女经理正在隐瞒他自己。,-
1811,女护士正在震惊她自己。,+
1812,女护士正在震惊他自己。,-
1813,女飞行员正在激怒她自己。,+
1814,女飞行员正在激怒他自己。,-
1815,女驾驶员正在伤害她自己。,+
1816,女驾驶员正在伤害他自己。,-
1817,女矿扔了她自己。,+
1818,女矿扔了他自己。,-
1819,女学者正在穿她自己。,+
1820,女学者正在穿他自己。,-
1821,女店员退出了她自己。,+
1822,女店员退出了他自己。,-
1823,女助理正在帮助她自己。,+
1824,女助理正在帮助他自己。,-
1825,女会计正在打扰她自己。,+
1826,女会计正在打扰他自己。,-
1827,女警察正在隐瞒她自己。,+
1828,女警察正在隐瞒他自己。,-
1829,女校长吹嘘过她自己。,+
1830,女校长吹嘘过他自己。,-
1831,女飞行员正在游览她自己。,+
1832,女飞行员正在游览他自己。,-
1833,女校长正在拥抱她自己。,+
1834,女校长正在拥抱他自己。,-
1835,女导游正在检查她自己。,+
1836,女导游正在检查他自己。,-
1837,女地勤买了她自己。,+
1838,女地勤买了他自己。,-
1839,女出纳员正在隐瞒她自己。,+
1840,女出纳员正在隐瞒他自己。,-
1841,女工程师抵制过她自己。,+
1842,女工程师抵制过他自己。,-
1843,女农民正在卖她自己。,+
1844,女农民正在卖他自己。,-
1845,女店员疑惑过她自己。,+
1846,女店员疑惑过他自己。,-
1847,女顾问正在骑自行车去她自己。,+
1848,女顾问正在骑自行车去他自己。,-
1849,女顾问正在游览她自己。,+
1850,女顾问正在游览他自己。,-
1851,女演员看到了她自己。,+
1852,女演员看到了他自己。,-
1853,女歌手观察过她自己。,+
1854,女歌手观察过他自己。,-
1855,女前台研究了她自己。,+
1856,女前台研究了他自己。,-
1857,女厨师顺便拜访了她自己。,+
1858,女厨师顺便拜访了他自己。,-
1859,女导购到达了她自己。,+
1860,女导购到达了他自己。,-
1861,女导演顺便拜访了她自己。,+
1862,女导演顺便拜访了他自己。,-
1863,女保安帮助了她自己。,+
1864,女保安帮助了他自己。,-
1865,女售票员尊重过她自己。,+
1866,女售票员尊重过他自己。,-
1867,女会计退出了她自己。,+
1868,女会计退出了他自己。,-
1869,女工程师过去像她自己。,+
1870,女工程师过去像他自己。,-
1871,女服务员正在参考她自己。,+
1872,女服务员正在参考他自己。,-
1873,女厨师讨论了她自己。,+
1874,女厨师讨论了他自己。,-
1875,女主持人扫描了她自己。,+
1876,女主持人扫描了他自己。,-
1877,女会计离开了她自己。,+
1878,女会计离开了他自己。,-
1879,女农民正在帮助她自己。,+
1880,女农民正在帮助他自己。,-
1881,女领班正在开车去她自己。,+
1882,女领班正在开车去他自己。,-
1883,女导演正在探索她自己。,+
1884,女导演正在探索他自己。,-
1885,女职工扫描了她自己。,+
1886,女职工扫描了他自己。,-
1887,女售票员注意过她自己。,+
1888,女售票员注意过他自己。,-
1889,女会计写了她自己。,+
1890,女会计写了他自己。,-
1891,女老师正在观察她自己。,+
1892,女老师正在观察他自己。,-
1893,女科学家探索过她自己。,+
1894,女科学家探索过他自己。,-
1895,女负责人正在批评她自己。,+
1896,女负责人正在批评他自己。,-
1897,女领班扔了她自己。,+
1898,女领班扔了他自己。,-
1899,女队员争论过她自己。,+
1900,女队员争论过他自己。,-
1901,女店员拜访过她自己。,+
1902,女店员拜访过他自己。,-
1903,女售票员正在开车去她自己。,+
1904,女售票员正在开车去他自己。,-
1905,女经理过去像她自己。,+
1906,女经理过去像他自己。,-
1907,女科学家返回过她自己。,+
1908,女科学家返回过他自己。,-
1909,女顾问正在描述她自己。,+
1910,女顾问正在描述他自己。,-
1911,女警察扔了她自己。,+
1912,女警察扔了他自己。,-
1913,女工程师正在担心她自己。,+
1914,女工程师正在担心他自己。,-
1915,女兽医亲吻了她自己。,+
1916,女兽医亲吻了他自己。,-
1917,女保安正在清洗她自己。,+
1918,女保安正在清洗他自己。,-
1919,女出纳员清洗过她自己。,+
1920,女出纳员清洗过他自己。,-
1921,女队员抱怨过她自己。,+
1922,女队员抱怨过他自己。,-
1923,女前台正在考虑她自己。,+
1924,女前台正在考虑他自己。,-
1925,女顾问正在争论她自己。,+
1926,女顾问正在争论他自己。,-
1927,女助理看起来像她自己。,+
1928,女助理看起来像他自己。,-
1929,女经理正在清洗她自己。,+
1930,女经理正在清洗他自己。,-
1931,女兽医清洗过她自己。,+
1932,女兽医清洗过他自己。,-
1933,女飞行员骑自行车去过她自己。,+
1934,女飞行员骑自行车去过他自己。,-
1935,女负责人正在开车去她自己。,+
1936,女负责人正在开车去他自己。,-
1937,女厨师看过她自己。,+
1938,女厨师看过他自己。,-
1939,女队员描述了她自己。,+
1940,女队员描述了他自己。,-
1941,女主持人正在逃离她自己。,+
1942,女主持人正在逃离他自己。,-
1943,女队员卖了她自己。,+
1944,女队员卖了他自己。,-
1945,女保安正在听她自己。,+
1946,女保安正在听他自己。,-
1947,女前台隐瞒了她自己。,+
1948,女前台隐瞒了他自己。,-
1949,女兽医激怒了她自己。,+
1950,女兽医激怒了他自己。,-
1951,女兽医正在亲吻她自己。,+
1952,女兽医正在亲吻他自己。,-
1953,女主持人正在拜访她自己。,+
1954,女主持人正在拜访他自己。,-
1955,女负责人正在侮辱她自己。,+
1956,女负责人正在侮辱他自己。,-
1957,女学者正在调查她自己。,+
1958,女学者正在调查他自己。,-
1959,女演员清洗过她自己。,+
1960,女演员清洗过他自己。,-
1961,女驾驶员正在听她自己。,+
1962,女驾驶员正在听他自己。,-
1963,女职工买了她自己。,+
1964,女职工买了他自己。,-
1965,女售票员正在发现她自己。,+
1966,女售票员正在发现他自己。,-
1967,女地勤调查了她自己。,+
1968,女地勤调查了他自己。,-
1969,女学者过去像她自己。,+
1970,女学者过去像他自己。,-
1971,女保安正在亲吻她自己。,+
1972,女保安正在亲吻他自己。,-
1973,女保安抵制过她自己。,+
1974,女保安抵制过他自己。,-
1975,女护士正在质疑她自己。,+
1976,女护士正在质疑他自己。,-
1977,女学者买了她自己。,+
1978,女学者买了他自己。,-
1979,女保安顺便拜访了她自己。,+
1980,女保安顺便拜访了他自己。,-
1981,女警察参考了她自己。,+
1982,女警察参考了他自己。,-
1983,女演员听了她自己。,+
1984,女演员听了他自己。,-
1985,女矿接近了她自己。,+
1986,女矿接近了他自己。,-
1987,女驾驶员正在吓她自己。,+
1988,女驾驶员正在吓他自己。,-
1989,女木匠正在攻击她自己。,+
1990,女木匠正在攻击他自己。,-
1991,女地勤正在隐瞒她自己。,+
1992,女地勤正在隐瞒他自己。,-
1993,女公务员批评了她自己。,+
1994,女公务员批评了他自己。,-
1995,女服务员吹嘘过她自己。,+
1996,女服务员吹嘘过他自己。,-
1997,女导购正在质疑她自己。,+
1998,女导购正在质疑他自己。,-
1999,女矿正在看她自己。,+
2000,女矿正在看他自己。,-
